reporting_date,country,country_code,product_category,growth_scale,new_users,users_base,pct_of_users_purchase,orders,revenue_eur,return_rate
2022-10-15,Germany,DE,"Skin Care",0.15,1,290,0.3,87,6590.25,0.03
2022-10-15,Netherlands,NL,"Skin Care",0.15,1,234,0.22,51,3825.0,0.02
2022-10-15,"United Kingdom of Great Britain and Northern Ireland",GB,"Weight Loss",0.15,5,1085,0.25,271,65040.0,0.03
2022-10-15,Belgium,BE,"Weight Loss",0.15,1,278,0.29,81,21262.5,0.12
2022-10-15,Germany,DE,"Weight Loss",0.15,3,1076,0.29,312,81900.0,0.05
2022-10-15,Netherlands,NL,"Weight Loss",0.15,2,559,0.28,157,38465.0,0.04
2022-10-15,"United Kingdom of Great Britain and Northern Ireland",GB,"Vitamins and supplements",0.15,2,432,0.3,130,1774.5,0.04
2022-10-15,Belgium,BE,"Vitamins and supplements",0.15,1,75,0.29,22,326.7,0.14
2022-10-15,Germany,DE,"Vitamins and supplements",0.15,2,414,0.29,120,1836.0,0.03
2022-10-15,Netherlands,NL,"Vitamins and supplements",0.15,1,288,0.28,81,1202.85,0.03
2022-10-15,"United Kingdom of Great Britain and Northern Ireland",GB,"First aid supplies",0.15,2,676,0.28,189,1403.325,0.03
2022-10-15,Belgium,BE,"First aid supplies",0.15,1,192,0.21,40,294.0,0.15
2022-10-15,Germany,DE,"First aid supplies",0.15,2,686,0.27,185,1262.625,0.04
2022-10-15,Netherlands,NL,"First aid supplies",0.15,1,298,0.28,83,603.825,0.02
2022-10-15,"United Kingdom of Great Britain and Northern Ireland",GB,"Home health care equipment",0.15,2,415,0.25,104,5491.2,0.04
2022-10-15,Belgium,BE,"Home health care equipment",0.15,0,61,0.26,16,906.4,0.13
2022-10-15,Germany,DE,"Home health care equipment",0.15,1,421,0.26,109,6474.6,0.03
2022-10-15,Netherlands,NL,"Home health care equipment",0.15,1,288,0.24,69,3870.9,0.04
2022-10-16,"United Kingdom of Great Britain and Northern Ireland",GB,"Hair Loss",0.15,1,292,0.2,58,7177.5,0.05
2022-10-16,Belgium,BE,"Hair Loss",0.15,0,0,0.2,0,0.0,0.13
2022-10-16,Germany,DE,"Hair Loss",0.15,1,298,0.24,72,9000.0,0.05
2022-10-16,Netherlands,NL,"Hair Loss",0.15,1,242,0.16,39,4631.25,0.02
2022-10-16,"United Kingdom of Great Britain and Northern Ireland",GB,"Skin Care",0.15,1,293,0.21,62,4278.0,0.04
2022-10-16,Belgium,BE,"Skin Care",0.15,0,0,0.19,0,0.0,0.15
2022-10-16,Germany,DE,"Skin Care",0.15,1,291,0.19,55,3836.25,0.03
2022-10-16,Netherlands,NL,"Skin Care",0.15,1,235,0.25,59,4425.0,0.02
2022-10-16,"United Kingdom of Great Britain and Northern Ireland",GB,"Weight Loss",0.15,3,1088,0.24,261,65902.5,0.05
2022-10-16,Belgium,BE,"Weight Loss",0.15,1,279,0.16,45,12150.0,0.1
2022-10-16,Germany,DE,"Weight Loss",0.15,4,1080,0.18,194,52380.0,0.04
2022-10-16,Netherlands,NL,"Weight Loss",0.15,2,561,0.22,123,32902.5,0.04
2022-10-16,"United Kingdom of Great Britain and Northern Ireland",GB,"Vitamins and supplements",0.15,1,433,0.23,100,1455.0,0.05
2022-10-16,Belgium,BE,"Vitamins and supplements",0.15,0,75,0.2,15,222.75,0.13
2022-10-16,Germany,DE,"Vitamins and supplements",0.15,1,415,0.22,91,1433.25,0.04
2022-10-16,Netherlands,NL,"Vitamins and supplements",0.15,1,289,0.21,61,878.4,0.04
2022-10-16,"United Kingdom of Great Britain and Northern Ireland",GB,"First aid supplies",0.15,3,679,0.16,109,817.5,0.05
2022-10-16,Belgium,BE,"First aid supplies",0.15,0,192,0.19,36,283.5,0.12
2022-10-16,Germany,DE,"First aid supplies",0.15,2,688,0.24,165,1348.875,0.03
2022-10-16,Netherlands,NL,"First aid supplies",0.15,1,299,0.15,45,303.75,0.02
2022-10-16,"United Kingdom of Great Britain and Northern Ireland",GB,"Home health care equipment",0.15,1,416,0.15,62,3716.9,0.03
2022-10-16,Belgium,BE,"Home health care equipment",0.15,1,62,0.23,14,823.9,0.12
2022-10-16,Germany,DE,"Home health care equipment",0.15,1,422,0.19,80,4180.0,0.03
2022-10-16,Netherlands,NL,"Home health care equipment",0.15,1,289,0.17,49,2802.8,0.02
2022-10-17,"United Kingdom of Great Britain and Northern Ireland",GB,"Hair Loss",0.15,1,293,0.18,53,6625.0,0.04
2022-10-17,Belgium,BE,"Hair Loss",0.15,0,0,0.25,0,0.0,0.15
2022-10-17,Germany,DE,"Hair Loss",0.15,1,299,0.25,75,10031.25,0.03
2022-10-17,Netherlands,NL,"Hair Loss",0.15,1,243,0.2,49,6125.0,0.03
2022-10-17,"United Kingdom of Great Britain and Northern Ireland",GB,"Skin Care",0.15,1,294,0.16,47,3348.75,0.03
2022-10-17,Belgium,BE,"Skin Care",0.15,0,0,0.25,0,0.0,0.13
2022-10-17,Germany,DE,"Skin Care",0.15,1,292,0.21,61,4620.75,0.03
2022-10-17,Netherlands,NL,"Skin Care",0.15,1,236,0.15,35,2782.5,0.02
2022-10-17,"United Kingdom of Great Britain and Northern Ireland",GB,"Weight Loss",0.15,5,1093,0.15,164,41820.0,0.05
2022-10-17,Belgium,BE,"Weight Loss",0.15,1,280,0.21,59,13422.5,0.13
2022-10-17,Germany,DE,"Weight Loss",0.15,3,1083,0.2,217,54792.5,0.03
2022-10-17,Netherlands,NL,"Weight Loss",0.15,2,563,0.19,107,25412.5,0.02
2022-10-17,"United Kingdom of Great Britain and Northern Ireland",GB,"Vitamins and supplements",0.15,1,434,0.15,65,897.0,0.05
2022-10-17,Belgium,BE,"Vitamins and supplements",0.15,0,75,0.2,15,209.25,0.13
2022-10-17,Germany,DE,"Vitamins and supplements",0.15,2,417,0.17,71,1001.1,0.03
2022-10-17,Netherlands,NL,"Vitamins and supplements",0.15,1,290,0.22,64,1008.0,0.02
2022-10-17,"United Kingdom of Great Britain and Northern Ireland",GB,"First aid supplies",0.15,2,681,0.15,102,688.5,0.04
2022-10-17,Belgium,BE,"First aid supplies",0.15,0,192,0.24,46,372.6,0.15
2022-10-17,Germany,DE,"First aid supplies",0.15,2,690,0.25,173,1401.3,0.03
2022-10-17,Netherlands,NL,"First aid supplies",0.15,1,300,0.2,60,454.5,0.03
2022-10-17,"United Kingdom of Great Britain and Northern Ireland",GB,"Home health care equipment",0.15,1,417,0.18,75,3836.25,0.05
2022-10-17,Belgium,BE,"Home health care equipment",0.15,0,62,0.19,12,594.0,0.12
2022-10-17,Germany,DE,"Home health care equipment",0.15,2,424,0.22,93,5473.05,0.04
2022-10-17,Netherlands,NL,"Home health care equipment",0.15,1,290,0.18,52,2888.6,0.04
2022-10-18,"United Kingdom of Great Britain and Northern Ireland",GB,"Hair Loss",0.15,1,294,0.21,62,8370.0,0.03
2022-10-18,Belgium,BE,"Hair Loss",0.15,0,0,0.23,0,0.0,0.14
2022-10-18,Germany,DE,"Hair Loss",0.15,1,300,0.24,72,9090.0,0.03
2022-10-18,Netherlands,NL,"Hair Loss",0.15,1,244,0.24,59,7227.5,0.02
2022-10-18,"United Kingdom of Great Britain and Northern Ireland",GB,"Skin Care",0.15,1,295,0.2,59,4203.75,0.05
2022-10-18,Belgium,BE,"Skin Care",0.15,0,0,0.15,0,0.0,0.14
2022-10-18,Germany,DE,"Skin Care",0.15,1,293,0.16,47,3842.25,0.05
2022-10-18,Netherlands,NL,"Skin Care",0.15,1,237,0.18,43,3418.5,0.02
2022-10-18,"United Kingdom of Great Britain and Northern Ireland",GB,"Weight Loss",0.15,4,1097,0.23,252,64260.0,0.03
2022-10-18,Belgium,BE,"Weight Loss",0.15,1,281,0.25,70,19250.0,0.1
2022-10-18,Germany,DE,"Weight Loss",0.15,2,1085,0.19,206,48925.0,0.03
2022-10-18,Netherlands,NL,"Weight Loss",0.15,2,565,0.24,136,30940.0,0.02
2022-10-18,"United Kingdom of Great Britain and Northern Ireland",GB,"Vitamins and supplements",0.15,1,435,0.24,104,1591.2,0.03
2022-10-18,Belgium,BE,"Vitamins and supplements",0.15,0,75,0.22,17,255.0,0.15
2022-10-18,Germany,DE,"Vitamins and supplements",0.15,1,418,0.19,79,1196.85,0.03
2022-10-18,Netherlands,NL,"Vitamins and supplements",0.15,1,291,0.25,73,1051.2,0.04
2022-10-18,"United Kingdom of Great Britain and Northern Ireland",GB,"First aid supplies",0.15,2,683,0.25,171,1282.5,0.04
2022-10-18,Belgium,BE,"First aid supplies",0.15,0,192,0.21,40,318.0,0.14
2022-10-18,Germany,DE,"First aid supplies",0.15,2,692,0.18,125,946.875,0.04
2022-10-18,Netherlands,NL,"First aid supplies",0.15,1,301,0.18,54,364.5,0.04
2022-10-18,"United Kingdom of Great Britain and Northern Ireland",GB,"Home health care equipment",0.15,1,418,0.18,75,4413.75,0.04
2022-10-18,Belgium,BE,"Home health care equipment",0.15,1,63,0.2,13,657.8,0.11
2022-10-18,Germany,DE,"Home health care equipment",0.15,1,425,0.24,102,5441.7,0.04
2022-10-18,Netherlands,NL,"Home health care equipment",0.15,1,291,0.2,58,3381.4,0.03
2022-10-19,"United Kingdom of Great Britain and Northern Ireland",GB,"Hair Loss",0.15,2,296,0.16,47,5875.0,0.03
2022-10-19,Belgium,BE,"Hair Loss",0.15,0,0,0.19,0,0.0,0.13
2022-10-19,Germany,DE,"Hair Loss",0.15,1,301,0.25,75,9750.0,0.05
2022-10-19,Netherlands,NL,"Hair Loss",0.15,1,245,0.24,59,7227.5,0.02
2022-10-19,"United Kingdom of Great Britain and Northern Ireland",GB,"Skin Care",0.15,2,297,0.19,56,4494.0,0.04
2022-10-19,Belgium,BE,"Skin Care",0.15,0,0,0.21,0,0.0,0.15
2022-10-19,Germany,DE,"Skin Care",0.15,1,294,0.15,44,3597.0,0.05
2022-10-19,Netherlands,NL,"Skin Care",0.15,1,238,0.15,36,2808.0,0.03
2022-10-19,"United Kingdom of Great Britain and Northern Ireland",GB,"Weight Loss",0.15,5,1102,0.15,165,43312.5,0.04
2022-10-19,Belgium,BE,"Weight Loss",0.15,1,282,0.15,42,9765.0,0.13
2022-10-19,Germany,DE,"Weight Loss",0.15,4,1089,0.25,272,74120.0,0.04
2022-10-19,Netherlands,NL,"Weight Loss",0.15,2,567,0.2,113,29380.0,0.03
2022-10-19,"United Kingdom of Great Britain and Northern Ireland",GB,"Vitamins and supplements",0.15,1,436,0.24,105,1512.0,0.05
2022-10-19,Belgium,BE,"Vitamins and supplements",0.15,0,75,0.19,14,220.5,0.1
2022-10-19,Germany,DE,"Vitamins and supplements",0.15,2,420,0.16,67,964.8,0.04
2022-10-19,Netherlands,NL,"Vitamins and supplements",0.15,1,292,0.16,47,761.4,0.02
2022-10-19,"United Kingdom of Great Britain and Northern Ireland",GB,"First aid supplies",0.15,2,685,0.17,116,948.3,0.04
2022-10-19,Belgium,BE,"First aid supplies",0.15,0,192,0.22,42,318.15,0.15
2022-10-19,Germany,DE,"First aid supplies",0.15,2,694,0.23,160,1224.0,0.05
2022-10-19,Netherlands,NL,"First aid supplies",0.15,1,302,0.19,57,461.7,0.02
2022-10-19,"United Kingdom of Great Britain and Northern Ireland",GB,"Home health care equipment",0.15,1,419,0.19,80,4312.0,0.04
2022-10-19,Belgium,BE,"Home health care equipment",0.15,0,63,0.15,9,485.1,0.12
2022-10-19,Germany,DE,"Home health care equipment",0.15,1,426,0.17,72,3564.0,0.03
2022-10-19,Netherlands,NL,"Home health care equipment",0.15,1,292,0.19,55,3055.25,0.02
2022-10-20,"United Kingdom of Great Britain and Northern Ireland",GB,"Hair Loss",0.15,1,297,0.25,74,8325.0,0.04
2022-10-20,Belgium,BE,"Hair Loss",0.15,0,0,0.24,0,0.0,0.12
2022-10-20,Germany,DE,"Hair Loss",0.15,1,302,0.24,72,9270.0,0.04
2022-10-20,Netherlands,NL,"Hair Loss",0.15,1,246,0.22,54,6750.0,0.04
2022-10-20,"United Kingdom of Great Britain and Northern Ireland",GB,"Skin Care",0.15,1,298,0.15,45,3678.75,0.04
2022-10-20,Belgium,BE,"Skin Care",0.15,0,0,0.15,0,0.0,0.11
2022-10-20,Germany,DE,"Skin Care",0.15,1,295,0.15,44,3630.0,0.03
2022-10-20,Netherlands,NL,"Skin Care",0.15,1,239,0.22,53,3736.5,0.03
2022-10-20,"United Kingdom of Great Britain and Northern Ireland",GB,"Weight Loss",0.15,3,1105,0.16,177,44250.0,0.04
2022-10-20,Belgium,BE,"Weight Loss",0.15,1,283,0.2,57,13395.0,0.12
2022-10-20,Germany,DE,"Weight Loss",0.15,4,1093,0.21,230,58650.0,0.05
2022-10-20,Netherlands,NL,"Weight Loss",0.15,2,569,0.18,102,27795.0,0.03
2022-10-20,"United Kingdom of Great Britain and Northern Ireland",GB,"Vitamins and supplements",0.15,2,438,0.17,74,1176.6,0.03
2022-10-20,Belgium,BE,"Vitamins and supplements",0.15,1,76,0.16,12,167.4,0.15
2022-10-20,Germany,DE,"Vitamins and supplements",0.15,2,422,0.23,97,1382.25,0.04
2022-10-20,Netherlands,NL,"Vitamins and supplements",0.15,1,293,0.19,56,806.4,0.02
2022-10-20,"United Kingdom of Great Britain and Northern Ireland",GB,"First aid supplies",0.15,2,687,0.18,124,1013.7,0.04
2022-10-20,Belgium,BE,"First aid supplies",0.15,1,193,0.21,41,307.5,0.11
2022-10-20,Germany,DE,"First aid supplies",0.15,3,697,0.15,105,842.625,0.04
2022-10-20,Netherlands,NL,"First aid supplies",0.15,1,303,0.15,45,340.875,0.03
2022-10-20,"United Kingdom of Great Britain and Northern Ireland",GB,"Home health care equipment",0.15,1,420,0.18,76,4598.0,0.05
2022-10-20,Belgium,BE,"Home health care equipment",0.15,0,63,0.22,14,716.1,0.12
2022-10-20,Germany,DE,"Home health care equipment",0.15,1,427,0.22,94,5066.6,0.04
2022-10-20,Netherlands,NL,"Home health care equipment",0.15,1,293,0.16,47,2507.45,0.03
2022-10-21,"United Kingdom of Great Britain and Northern Ireland",GB,"Hair Loss",0.15,1,298,0.24,72,9270.0,0.05
2022-10-21,Belgium,BE,"Hair Loss",0.15,0,0,0.16,0,0.0,0.15
2022-10-21,Germany,DE,"Hair Loss",0.15,2,304,0.21,64,8240.0,0.05
2022-10-21,Netherlands,NL,"Hair Loss",0.15,1,247,0.2,49,6492.5,0.03
2022-10-21,"United Kingdom of Great Britain and Northern Ireland",GB,"Skin Care",0.15,2,300,0.18,54,4131.0,0.05
2022-10-21,Belgium,BE,"Skin Care",0.15,0,0,0.2,0,0.0,0.11
2022-10-21,Germany,DE,"Skin Care",0.15,1,296,0.22,65,5313.75,0.03
2022-10-21,Netherlands,NL,"Skin Care",0.15,1,240,0.17,41,3351.75,0.03
2022-10-21,"United Kingdom of Great Britain and Northern Ireland",GB,"Weight Loss",0.15,4,1109,0.24,266,63175.0,0.04
2022-10-21,Belgium,BE,"Weight Loss",0.15,1,284,0.19,54,12825.0,0.15
2022-10-21,Germany,DE,"Weight Loss",0.15,4,1097,0.24,263,61805.0,0.03
2022-10-21,Netherlands,NL,"Weight Loss",0.15,2,571,0.18,103,26007.5,0.02
2022-10-21,"United Kingdom of Great Britain and Northern Ireland",GB,"Vitamins and supplements",0.15,2,440,0.17,75,1113.75,0.03
2022-10-21,Belgium,BE,"Vitamins and supplements",0.15,0,76,0.23,17,262.65,0.12
2022-10-21,Germany,DE,"Vitamins and supplements",0.15,1,423,0.18,76,1208.4,0.03
2022-10-21,Netherlands,NL,"Vitamins and supplements",0.15,1,294,0.16,47,676.8,0.04
2022-10-21,"United Kingdom of Great Britain and Northern Ireland",GB,"First aid supplies",0.15,3,690,0.18,124,930.0,0.04
2022-10-21,Belgium,BE,"First aid supplies",0.15,1,194,0.15,29,210.975,0.15
2022-10-21,Germany,DE,"First aid supplies",0.15,3,700,0.22,154,1258.95,0.05
2022-10-21,Netherlands,NL,"First aid supplies",0.15,1,304,0.17,52,401.7,0.02
2022-10-21,"United Kingdom of Great Britain and Northern Ireland",GB,"Home health care equipment",0.15,2,422,0.19,80,4312.0,0.03
2022-10-21,Belgium,BE,"Home health care equipment",0.15,1,64,0.24,15,825.0,0.13
2022-10-21,Germany,DE,"Home health care equipment",0.15,1,428,0.19,81,4276.8,0.05
2022-10-21,Netherlands,NL,"Home health care equipment",0.15,1,294,0.23,68,3740.0,0.03
2022-10-22,"United Kingdom of Great Britain and Northern Ireland",GB,"Hair Loss",0.15,1,299,0.24,72,9900.0,0.03
2022-10-22,Belgium,BE,"Hair Loss",0.15,0,0,0.25,0,0.0,0.14
2022-10-22,Germany,DE,"Hair Loss",0.15,1,305,0.21,64,8160.0,0.05
2022-10-22,Netherlands,NL,"Hair Loss",0.15,1,248,0.24,60,7275.0,0.04
2022-10-22,"United Kingdom of Great Britain and Northern Ireland",GB,"Skin Care",0.15,1,301,0.21,63,4347.0,0.04
2022-10-22,Belgium,BE,"Skin Care",0.15,0,0,0.3,0,0.0,0.14
2022-10-22,Germany,DE,"Skin Care",0.15,1,297,0.3,89,6741.75,0.03
2022-10-22,Netherlands,NL,"Skin Care",0.15,1,241,0.24,58,4437.0,0.03
2022-10-22,"United Kingdom of Great Britain and Northern Ireland",GB,"Weight Loss",0.15,4,1113,0.25,278,76450.0,0.05
2022-10-22,Belgium,BE,"Weight Loss",0.15,1,285,0.29,83,19920.0,0.13
2022-10-22,Germany,DE,"Weight Loss",0.15,4,1101,0.29,319,78155.0,0.04
2022-10-22,Netherlands,NL,"Weight Loss",0.15,2,573,0.28,160,44000.0,0.02
2022-10-22,"United Kingdom of Great Britain and Northern Ireland",GB,"Vitamins and supplements",0.15,1,441,0.29,128,1939.2,0.04
2022-10-22,Belgium,BE,"Vitamins and supplements",0.15,1,77,0.25,19,276.45,0.15
2022-10-22,Germany,DE,"Vitamins and supplements",0.15,1,424,0.2,85,1300.5,0.05
2022-10-22,Netherlands,NL,"Vitamins and supplements",0.15,1,295,0.24,71,1160.85,0.02
2022-10-22,"United Kingdom of Great Britain and Northern Ireland",GB,"First aid supplies",0.15,2,692,0.23,159,1168.65,0.03
2022-10-22,Belgium,BE,"First aid supplies",0.15,1,195,0.24,47,363.075,0.15
2022-10-22,Germany,DE,"First aid supplies",0.15,3,703,0.21,148,1076.7,0.03
2022-10-22,Netherlands,NL,"First aid supplies",0.15,1,305,0.3,92,683.1,0.03
2022-10-22,"United Kingdom of Great Britain and Northern Ireland",GB,"Home health care equipment",0.15,2,424,0.3,127,6985.0,0.05
2022-10-22,Belgium,BE,"Home health care equipment",0.15,0,64,0.26,17,981.75,0.1
2022-10-22,Germany,DE,"Home health care equipment",0.15,2,430,0.28,120,6402.0,0.04
2022-10-22,Netherlands,NL,"Home health care equipment",0.15,1,295,0.27,80,4224.0,0.03
2022-10-23,"United Kingdom of Great Britain and Northern Ireland",GB,"Hair Loss",0.15,1,300,0.24,72,9720.0,0.04
2022-10-23,Belgium,BE,"Hair Loss",0.15,0,0,0.21,0,0.0,0.12
2022-10-23,Germany,DE,"Hair Loss",0.15,1,306,0.24,73,8668.75,0.04
2022-10-23,Netherlands,NL,"Hair Loss",0.15,1,249,0.16,40,4700.0,0.03
2022-10-23,"United Kingdom of Great Britain and Northern Ireland",GB,"Skin Care",0.15,1,302,0.17,51,3672.0,0.04
2022-10-23,Belgium,BE,"Skin Care",0.15,0,0,0.22,0,0.0,0.12
2022-10-23,Germany,DE,"Skin Care",0.15,1,298,0.23,69,5175.0,0.04
2022-10-23,Netherlands,NL,"Skin Care",0.15,0,241,0.19,46,3243.0,0.03
2022-10-23,"United Kingdom of Great Britain and Northern Ireland",GB,"Weight Loss",0.15,4,1117,0.15,168,40740.0,0.03
2022-10-23,Belgium,BE,"Weight Loss",0.15,1,286,0.25,72,16560.0,0.14
2022-10-23,Germany,DE,"Weight Loss",0.15,3,1104,0.16,177,46020.0,0.03
2022-10-23,Netherlands,NL,"Weight Loss",0.15,2,575,0.16,92,23920.0,0.03
2022-10-23,"United Kingdom of Great Britain and Northern Ireland",GB,"Vitamins and supplements",0.15,2,443,0.23,102,1591.2,0.03
2022-10-23,Belgium,BE,"Vitamins and supplements",0.15,0,77,0.19,15,218.25,0.11
2022-10-23,Germany,DE,"Vitamins and supplements",0.15,1,425,0.24,102,1683.0,0.04
2022-10-23,Netherlands,NL,"Vitamins and supplements",0.15,1,296,0.23,68,1122.0,0.04
2022-10-23,"United Kingdom of Great Britain and Northern Ireland",GB,"First aid supplies",0.15,2,694,0.15,104,772.2,0.05
2022-10-23,Belgium,BE,"First aid supplies",0.15,1,196,0.24,47,356.025,0.14
2022-10-23,Germany,DE,"First aid supplies",0.15,2,705,0.17,120,882.0,0.03
2022-10-23,Netherlands,NL,"First aid supplies",0.15,2,307,0.19,58,478.5,0.02
2022-10-23,"United Kingdom of Great Britain and Northern Ireland",GB,"Home health care equipment",0.15,1,425,0.16,68,3702.6,0.04
2022-10-23,Belgium,BE,"Home health care equipment",0.15,0,64,0.2,13,686.4,0.1
2022-10-23,Germany,DE,"Home health care equipment",0.15,1,431,0.24,103,5268.45,0.05
2022-10-23,Netherlands,NL,"Home health care equipment",0.15,1,296,0.2,59,3374.8,0.03
2022-10-24,"United Kingdom of Great Britain and Northern Ireland",GB,"Hair Loss",0.15,1,301,0.19,57,6412.5,0.03
2022-10-24,Belgium,BE,"Hair Loss",0.15,0,0,0.23,0,0.0,0.15
2022-10-24,Germany,DE,"Hair Loss",0.15,1,307,0.24,74,10082.5,0.03
2022-10-24,Netherlands,NL,"Hair Loss",0.15,1,250,0.17,43,5858.75,0.04
2022-10-24,"United Kingdom of Great Britain and Northern Ireland",GB,"Skin Care",0.15,1,303,0.23,70,5512.5,0.04
2022-10-24,Belgium,BE,"Skin Care",0.15,0,0,0.22,0,0.0,0.13
2022-10-24,Germany,DE,"Skin Care",0.15,1,299,0.17,51,3786.75,0.03
2022-10-24,Netherlands,NL,"Skin Care",0.15,0,241,0.21,51,4092.75,0.02
2022-10-24,"United Kingdom of Great Britain and Northern Ireland",GB,"Weight Loss",0.15,4,1121,0.16,179,42960.0,0.05
2022-10-24,Belgium,BE,"Weight Loss",0.15,1,287,0.2,57,14392.5,0.1
2022-10-24,Germany,DE,"Weight Loss",0.15,5,1109,0.24,266,65170.0,0.04
2022-10-24,Netherlands,NL,"Weight Loss",0.15,2,577,0.21,121,30552.5,0.02
2022-10-24,"United Kingdom of Great Britain and Northern Ireland",GB,"Vitamins and supplements",0.15,2,445,0.16,71,1096.95,0.05
2022-10-24,Belgium,BE,"Vitamins and supplements",0.15,0,77,0.15,12,172.8,0.12
2022-10-24,Germany,DE,"Vitamins and supplements",0.15,1,426,0.23,98,1337.7,0.05
2022-10-24,Netherlands,NL,"Vitamins and supplements",0.15,1,297,0.16,48,676.8,0.02
2022-10-24,"United Kingdom of Great Britain and Northern Ireland",GB,"First aid supplies",0.15,2,696,0.17,118,964.65,0.04
2022-10-24,Belgium,BE,"First aid supplies",0.15,1,197,0.23,45,357.75,0.13
2022-10-24,Germany,DE,"First aid supplies",0.15,3,708,0.22,156,1053.0,0.03
2022-10-24,Netherlands,NL,"First aid supplies",0.15,1,308,0.22,68,469.2,0.02
2022-10-24,"United Kingdom of Great Britain and Northern Ireland",GB,"Home health care equipment",0.15,2,427,0.21,90,5148.0,0.03
2022-10-24,Belgium,BE,"Home health care equipment",0.15,0,64,0.23,15,759.0,0.1
2022-10-24,Germany,DE,"Home health care equipment",0.15,1,432,0.23,99,5336.1,0.03
2022-10-24,Netherlands,NL,"Home health care equipment",0.15,1,297,0.22,65,3789.5,0.02
2022-10-25,"United Kingdom of Great Britain and Northern Ireland",GB,"Hair Loss",0.15,1,302,0.16,48,6240.0,0.03
2022-10-25,Belgium,BE,"Hair Loss",0.15,0,0,0.16,0,0.0,0.14
2022-10-25,Germany,DE,"Hair Loss",0.15,1,308,0.23,71,8520.0,0.05
2022-10-25,Netherlands,NL,"Hair Loss",0.15,1,251,0.17,43,5428.75,0.03
2022-10-25,"United Kingdom of Great Britain and Northern Ireland",GB,"Skin Care",0.15,2,305,0.24,73,5420.25,0.03
2022-10-25,Belgium,BE,"Skin Care",0.15,0,0,0.2,0,0.0,0.12
2022-10-25,Germany,DE,"Skin Care",0.15,1,300,0.22,66,5296.5,0.05
2022-10-25,Netherlands,NL,"Skin Care",0.15,1,242,0.19,46,3657.0,0.03
2022-10-25,"United Kingdom of Great Britain and Northern Ireland",GB,"Weight Loss",0.15,3,1124,0.23,259,64102.5,0.05
2022-10-25,Belgium,BE,"Weight Loss",0.15,1,288,0.24,69,16732.5,0.15
2022-10-25,Germany,DE,"Weight Loss",0.15,3,1112,0.23,256,65280.0,0.05
2022-10-25,Netherlands,NL,"Weight Loss",0.15,2,579,0.24,139,31275.0,0.03
2022-10-25,"United Kingdom of Great Britain and Northern Ireland",GB,"Vitamins and supplements",0.15,2,447,0.23,103,1514.1,0.03
2022-10-25,Belgium,BE,"Vitamins and supplements",0.15,0,77,0.15,12,180.0,0.1
2022-10-25,Germany,DE,"Vitamins and supplements",0.15,1,427,0.19,81,1287.9,0.05
2022-10-25,Netherlands,NL,"Vitamins and supplements",0.15,1,298,0.21,63,907.2,0.04
2022-10-25,"United Kingdom of Great Britain and Northern Ireland",GB,"First aid supplies",0.15,2,698,0.25,175,1181.25,0.04
2022-10-25,Belgium,BE,"First aid supplies",0.15,1,198,0.16,32,216.0,0.12
2022-10-25,Germany,DE,"First aid supplies",0.15,2,710,0.17,121,834.9,0.05
2022-10-25,Netherlands,NL,"First aid supplies",0.15,1,309,0.21,65,458.25,0.03
2022-10-25,"United Kingdom of Great Britain and Northern Ireland",GB,"Home health care equipment",0.15,1,428,0.17,73,3613.5,0.03
2022-10-25,Belgium,BE,"Home health care equipment",0.15,1,65,0.19,12,607.2,0.15
2022-10-25,Germany,DE,"Home health care equipment",0.15,1,433,0.15,65,3825.25,0.03
2022-10-25,Netherlands,NL,"Home health care equipment",0.15,1,298,0.19,57,3229.05,0.04
2022-10-26,"United Kingdom of Great Britain and Northern Ireland",GB,"Hair Loss",0.15,1,303,0.19,58,7177.5,0.03
2022-10-26,Belgium,BE,"Hair Loss",0.15,0,0,0.25,0,0.0,0.13
2022-10-26,Germany,DE,"Hair Loss",0.15,1,309,0.21,65,7718.75,0.04
2022-10-26,Netherlands,NL,"Hair Loss",0.15,1,252,0.19,48,6420.0,0.03
2022-10-26,"United Kingdom of Great Britain and Northern Ireland",GB,"Skin Care",0.15,1,306,0.18,55,4248.75,0.04
2022-10-26,Belgium,BE,"Skin Care",0.15,0,0,0.24,0,0.0,0.1
2022-10-26,Germany,DE,"Skin Care",0.15,1,301,0.21,63,4488.75,0.05
2022-10-26,Netherlands,NL,"Skin Care",0.15,1,243,0.17,41,3105.75,0.04
2022-10-26,"United Kingdom of Great Britain and Northern Ireland",GB,"Weight Loss",0.15,4,1128,0.2,226,53675.0,0.04
2022-10-26,Belgium,BE,"Weight Loss",0.15,1,289,0.19,55,12787.5,0.11
2022-10-26,Germany,DE,"Weight Loss",0.15,3,1115,0.2,223,52405.0,0.04
2022-10-26,Netherlands,NL,"Weight Loss",0.15,2,581,0.19,110,26675.0,0.04
2022-10-26,"United Kingdom of Great Britain and Northern Ireland",GB,"Vitamins and supplements",0.15,1,448,0.18,81,1227.15,0.04
2022-10-26,Belgium,BE,"Vitamins and supplements",0.15,0,77,0.16,12,167.4,0.11
2022-10-26,Germany,DE,"Vitamins and supplements",0.15,2,429,0.2,86,1238.4,0.04
2022-10-26,Netherlands,NL,"Vitamins and supplements",0.15,1,299,0.25,75,1012.5,0.02
2022-10-26,"United Kingdom of Great Britain and Northern Ireland",GB,"First aid supplies",0.15,3,701,0.2,140,987.0,0.03
